Date,Zonguldak_Temp2m,Zonguldak_Basinc,Zonguldak_Kar,Zonguldak_Yagmur,Istanbul_Temp2m,Istanbul_Basinc,Istanbul_Kar,Istanbul_Yagmur,Moskova_Temp2m,Moskova_Basinc,Moskova_Ruzgar,Sibirya_Bati_Temp2m,Sibirya_Bati_Basinc,Sibirya_Bati_Ruzgar,Sibirya_Derin_Temp2m,Sibirya_Derin_Basinc,Sibirya_Derin_Ruzgar,Iskandinavya_Temp2m,Iskandinavya_Basinc,Iskandinavya_Ruzgar,Izlanda_Temp2m,Izlanda_Basinc,Izlanda_Ruzgar,Azor_Temp2m,Azor_Basinc,Azor_Ruzgar,Gronland_Temp2m,Gronland_Basinc,Gronland_Ruzgar,Ingiltere_Temp2m,Ingiltere_Basinc,Ingiltere_Ruzgar,Italya_Temp2m,Italya_Basinc,Italya_Ruzgar,Balkanlar_Temp2m,Balkanlar_Basinc,Balkanlar_Ruzgar,Kutup_Merkez_Basinc,Aleut_YB_Temp2m,Aleut_YB_Basinc,Aleut_YB_Ruzgar
2015-01-11,5.0091662,1014.9666,1.4700001,13.3,7.040499,1016.0749,2.17,27.300001,-0.68425006,988.69995,19.373909,-11.956417,1007.43317,13.8889675,-23.61783,1035.2374,8.504928,-14.498669,990.61664,10.145922,-6.4671664,978.33344,17.83899,12.861833,1034.1292,15.327773,-28.27842,992.9792,45.269466,5.43675,1021.6584,24.10472,8.018917,1028.5625,7.5199466,1.0664167,1018.64575,9.04262,999.5083,4.8125,989.04175,26.208076
2015-01-12,4.459166,1026.6791,0.0,0.70000005,6.0071664,1026.3208,0.0,0.0,-1.7009163,999.24585,22.766748,-11.804333,1001.5876,9.365945,-21.074085,1036.0209,10.272742,-6.367418,982.40845,12.350651,-4.054666,965.2375,17.252699,12.678501,1028.6666,27.531971,-30.703415,997.9917,34.3157,9.79925,1010.5791,29.537006,6.9147506,1029.9917,5.8739023,-3.4440002,1027.0417,10.856185,1002.95825,4.2854166,983.88336,26.08808
2015-01-13,3.4737504,1022.2209,0.0,0.0,6.0780005,1021.81665,0.0,0.0,1.3386666,1005.03754,18.498907,-10.485582,998.95844,9.995726,-18.709501,1030.7709,19.523296,-4.1424165,985.7874,13.867356,-0.3484167,973.19574,24.948393,10.720166,1030.5541,24.235989,-34.272163,1007.8459,28.723562,7.395081,1002.3584,19.84868,9.143916,1023.5794,6.3261776,-2.1460829,1020.0291,9.87205,1007.375,2.84375,978.75836,16.588354
2015-01-14,4.2675,1017.94586,0.0,0.0,5.47175,1018.17487,0.0,0.0,0.9969999,1010.9998,12.793486,-12.039749,1006.17084,8.002462,-10.949085,1021.4167,12.359249,-2.7257497,990.8459,17.257624,-4.73175,984.8833,22.232132,12.499332,1022.9084,41.633114,-38.878418,1009.08746,22.231804,4.5013337,1004.3,24.260794,8.706416,1023.1458,7.1982417,-1.2273332,1017.0791,7.373236,1013.0627,4.002084,982.8999,25.36274
2015-01-15,5.238334,1024.0585,0.0,0.1,5.3050833,1024.6832,0.0,0.0,-1.6279999,1020.4167,12.223825,-11.054333,1011.47504,5.9626336,-7.474083,1019.0208,11.659545,1.0367502,979.52484,18.550549,-6.458833,993.60834,23.664818,10.007666,1028.0416,32.713657,-39.776333,1008.48755,27.983282,7.4638324,990.9124,31.029736,9.579333,1019.825,11.592437,0.04975019,1024.6085,5.100984,1021.3376,2.375,975.2459,39.994377
2015-01-16,3.8487499,1027.1958,0.0,0.0,5.3467503,1026.5249,0.0,0.0,-1.4675835,1017.78754,19.216957,-11.6710005,1015.25836,9.694933,-9.6845,1017.19586,9.344826,-1.8965834,988.46246,16.658653,-3.2317502,995.3501,22.457336,10.413917,1033.8083,22.063595,-36.9055,1012.94165,28.135921,3.7346668,1004.1582,14.449515,11.166833,1017.196,12.13738,-1.5439998,1024.2582,3.4089735,1020.28326,0.52708334,981.5374,42.606678
2015-01-17,4.3258333,1026.3251,0.0,0.0,6.0342503,1025.7542,0.0,0.0,-0.53008336,1015.07495,14.524821,-4.5939174,1005.5041,13.864934,-14.322,1011.29584,10.549297,-8.08825,1006.83746,8.834932,-4.413,1012.31256,18.897831,13.570168,1031.525,32.86839,-36.51591,1025.7166,24.359608,0.9596667,1012.62915,13.070078,9.114749,1015.9958,4.841826,0.54766667,1021.4792,9.351081,1013.2332,-0.50625,995.30817,19.535604
2015-01-18,5.83625,1021.6499,0.0,0.0,9.292583,1020.64154,0.0,0.0,-1.7175832,1019.24164,10.131753,-4.362667,1001.05005,20.501291,-16.547003,1013.8874,14.660642,-7.171583,1022.9958,8.896893,-8.329666,1022.63763,20.391663,13.099335,1034.0585,19.98941,-26.997164,1016.8792,45.992466,1.1346667,1011.86255,8.771619,7.7522492,1011.9792,5.848611,3.4809997,1015.321,4.317595,1005.1333,1.1770834,1001.52924,21.629025
2015-01-19,6.6091666,1019.7083,0.0,0.0,10.755084,1018.3459,0.0,0.0,-4.52175,1028.0542,9.178549,-14.543916,1010.73737,15.670115,-7.9199176,1001.4207,16.489353,-6.107,1026.9999,8.900093,2.6765833,989.0666,43.44211,12.376418,1034.6959,19.78877,-25.524246,1001.3125,39.18191,0.8159168,1013.9373,7.7847624,8.781416,1008.78326,8.390361,2.1143334,1016.06256,7.65631,1005.11237,2.3958333,1001.27094,30.367533
2015-01-20,6.488333,1018.8916,0.0,0.0,9.3759165,1018.1667,0.0,0.0,-17.400915,1035.2124,6.84419,-11.387668,1007.48737,17.424765,-17.15325,1005.2375,6.868527,-4.3257504,1026.9916,12.123529,0.6328333,983.82074,16.596586,9.665999,1034.4791,21.724957,-31.059664,1008.42084,17.671967,0.49716663,1010.1875,8.950589,8.427249,1009.8958,9.197909,2.931,1017.8042,10.865126,1015.1501,2.3395832,996.43744,45.433212
2015-01-21,6.7820816,1022.0207,0.0,0.0,10.492583,1020.54584,0.0,0.0,-17.70925,1033.6,8.299326,-23.262667,1025.0708,8.061431,-23.992836,1009.94586,5.9789996,-7.852834,1027.1125,8.323686,1.2765833,1001.2126,19.16784,9.7035,1034.4376,10.637135,-26.272165,997.26245,41.02225,2.5909164,1007.9001,13.583331,8.725166,1008.2666,8.186058,3.5830832,1020.02924,8.920308,1016.60406,1.7500001,990.4499,57.476013
2015-01-22,6.894583,1017.03326,0.0,0.0,10.473834,1014.35004,0.0,0.0,-6.88425,1030.7583,14.509442,-27.306414,1037.854,9.081622,-29.601164,1017.4417,7.2539744,-12.344501,1020.10834,6.555602,2.0161664,989.9626,21.777876,10.676415,1034.6084,11.928123,-27.10758,987.43744,19.302908,1.1909169,1019.9958,8.241661,8.935584,999.6499,18.646893,6.539333,1014.60406,18.39036,996.4834,-0.76041675,995.8957,60.396748
2015-01-23,7.0112495,1009.88336,0.0,0.2,10.057165,1008.5,0.0,1.3,-1.3925834,1025.854,19.008726,-26.631416,1041.1124,9.34279,-38.367832,1035.0248,7.4567676,-3.227833,1006.34576,15.401158,-1.0421667,983.6084,27.794842,11.541,1033.1833,13.3773575,-31.884666,989.9292,14.949309,1.1409167,1024.4166,11.211557,8.596001,1005.58344,14.694131,4.356,1010.0583,23.706242,993.8792,-1.8229165,1009.8501,44.820137
2015-01-24,7.5341663,1013.2874,0.0,0.0,9.827999,1011.59174,0.0,0.0,-7.8155003,1031.5293,15.248146,-14.941831,1033.0206,15.131479,-32.3345,1042.9459,9.533759,-8.117417,1014.85406,8.891366,0.122416675,992.8499,33.553085,11.568084,1030.6499,29.731066,-31.786753,993.31256,26.680456,3.9471662,1025.1499,17.899754,6.931416,1010.2874,12.791594,1.8768333,1013.68353,13.641257,1018.2375,-1.4874998,1011.3333,26.097063
2015-01-25,6.6966662,1017.4668,0.0,0.0,8.073833,1017.5833,0.0,0.5,-10.119667,1026.5293,11.552878,-9.81475,1025.6748,18.783226,-24.719915,1038.5834,14.488083,-2.4986668,1005.4709,11.032185,2.1682503,977.075,40.556,12.516,1031.1375,27.172556,-31.747168,991.42926,20.150663,3.38675,1029.7916,13.43504,6.6564164,1016.804,10.809184,2.385167,1021.15826,2.54772,1023.8708,0.67083335,1001.0417,41.41431
2015-01-26,6.2279167,1015.57916,0.0,0.0,7.607167,1014.90826,0.0,9.099999,-7.9675827,1020.875,9.374977,-12.581417,1022.5667,15.084643,-21.667831,1023.5124,15.638734,-5.515333,1005.3916,11.240267,1.9182501,995.77496,31.558031,12.30975,1036.6041,16.925198,-33.330498,993.64166,28.87532,6.9304996,1023.7749,16.615408,4.6564164,1014.6584,9.710097,2.1497498,1017.90424,7.8427353,1028.0333,2.1416667,993.0376,51.553154
2015-01-27,7.165415,1007.91235,0.0,3.8000002,6.6217494,1009.32916,0.0,11.999999,-7.0405,1014.58344,10.776473,-12.579333,1015.91235,18.121977,-18.224085,1021.7126,15.265244,-0.55074996,985.1873,15.058308,1.5786667,986.45416,26.279722,11.536835,1040.7792,7.348681,-27.27633,987.6333,36.22229,4.9200835,1026.1,12.708201,5.0522494,1012.4292,17.406597,2.1414165,1013.9084,7.3446064,1025.3876,2.5895836,1000.94165,43.97333
2015-01-28,6.9154162,1010.2251,0.0,4.9,7.1863327,1010.24585,0.0,0.3,-3.8488328,1008.4792,16.647982,-11.862666,1014.26666,16.607424,-13.017834,1017.14166,17.128363,-0.67574996,968.7666,15.489953,-4.088,977.7458,10.914824,11.005584,1040.3417,9.383716,-28.515913,1005.10406,38.01293,5.8075833,1005.69586,26.465149,5.0209994,1005.33325,10.496895,3.0976667,1009.0708,5.908638,1022.2834,0.55208325,1018.6958,59.387276
2015-01-29,8.761249,1005.4583,0.0,0.3,9.85925,1003.84576,0.0,0.0,-2.5946667,1006.6167,18.734625,-10.448084,1016.09576,14.871936,-11.603251,1018.10004,16.759123,-2.9986668,978.6833,12.497123,-2.5380003,996.77075,23.890263,11.455583,1037.2626,15.047623,-30.753412,1019.3584,27.189692,2.1034167,985.35834,23.51657,9.53975,985.05,22.851412,4.73725,995.59595,9.164519,1024.7416,-0.2,1029.775,54.728157
2015-01-30,12.905002,1000.6375,0.0,0.0,12.7155,997.44165,0.0,0.5,0.16991661,1001.19586,24.525259,-9.566833,1020.88745,8.984168,-14.086583,1025.8334,14.944144,-3.4757502,984.4124,14.195106,-5.8505,1008.9749,18.121624,11.663915,1032.5541,20.978827,-34.090916,1021.02075,18.607868,1.9700832,978.7458,14.924715,6.129333,987.0916,7.703008,8.76225,988.92487,18.492075,1021.99994,0.49375007,1030.3333,43.499332
2015-01-31,15.904999,998.0708,0.0,0.0,15.884251,995.2292,0.0,0.5,0.29908344,995.6709,25.461288,-5.83975,1018.76245,16.366785,-20.711584,1034.1791,11.601651,-6.0528336,983.5125,19.266806,-6.48175,1014.9707,11.0346,11.574333,1030.0542,19.779604,-33.780502,1017.2791,19.705446,1.5346667,984.52094,19.127863,5.0334992,991.79584,5.2414193,3.71225,992.575,10.772341,1022.8333,2.4333332,1019.96246,34.92765
2015-02-01,11.946668,1001.91254,0.0,14.7,11.002999,1000.24994,0.0,16.699999,-4.013417,997.22504,9.375857,-4.321,1016.47906,17.321281,-12.155334,1024.7208,15.571839,-9.529918,992.7,15.164962,-1.7900833,1006.35425,11.187955,10.878501,1029.3793,16.737566,-37.940914,1022.56256,12.260525,2.068,998.73334,24.382042,4.4543333,1001.0125,6.4923725,3.6059997,998.07513,6.8964796,1028.1083,3.4062498,1017.30835,28.309229
2015-02-02,7.865416,1006.5374,0.0,3.1,8.544665,1006.3667,0.0,5.5999994,-6.073832,1003.9876,12.857258,-2.68975,1013.675,14.841964,-5.980333,1027.329,19.188295,-12.086167,1006.37933,11.900504,-4.3380003,1020.28326,18.418665,11.024334,1025.2665,20.342676,-29.926336,1019.70416,42.209007,-1.0299168,1005.5417,11.006155,5.8543334,1002.6333,12.315266,2.831,1005.54596,8.935105,1027.2374,1.23125,1019.96265,42.2124
2015-02-03,6.8904166,1017.4751,0.0,0.3,8.328,1015.88324,0.0,0.3,-5.357167,1009.3625,12.723947,-4.671,1020.12494,8.342615,-5.9449162,1025.7666,17.722544,-13.102836,1019.0667,8.599914,-7.8088336,1022.8708,16.510283,11.940999,1022.95416,27.62957,-18.8555,998.7168,59.35832,0.99091667,1007.7251,13.844062,8.893917,999.5544,13.078297,2.5601666,1012.1834,6.8640957,1008.33325,0.81041664,1013.42914,49.116398
2015-02-04,9.457084,1017.4043,0.0,0.4,11.911334,1016.11237,0.0,0.0,-6.5884166,1019.4666,12.845091,-12.154332,1021.0793,7.451168,-16.051167,1041.1084,9.527873,-12.354916,1023.5376,10.32699,3.3119996,1015.27496,29.036552,11.395167,1023.48755,34.242382,-29.18258,1001.01666,37.026806,1.593,1019.2791,16.711304,8.679334,998.1125,12.564711,3.23725,1015.5291,12.171551,981.0501,3.3895836,1009.0376,45.92315
2015-02-05,9.398748,1011.5666,0.0,0.0,9.900917,1010.56683,0.0,0.4,-9.100916,1020.98737,11.744341,-14.018917,1010.7834,6.574344,-17.707417,1043.4875,17.546417,0.83674985,1018.22925,15.147942,4.609916,1018.02094,26.64068,12.032666,1018.70416,38.69849,-31.772165,1007.12506,23.676102,1.5909166,1025.529,17.158463,6.6126657,1000.42926,6.017556,1.3705832,1017.5041,30.889372,978.94586,3.8229167,1004.9832,43.60852
2015-02-06,7.877916,1011.9292,0.0,3.9,7.8009167,1014.03754,0.0,1.8000001,-6.4863334,1003.88324,12.826156,-17.4335,1008.9709,8.035314,-19.02408,1026.8043,15.529094,-1.3465834,1003.9126,21.555874,2.8370006,1015.6958,39.47543,12.330582,1020.52496,34.122948,-37.25342,1009.39166,16.573309,1.7784166,1030.5416,22.27631,5.931417,1012.21674,7.1229157,-1.6523333,1019.9001,15.572363,988.1001,0.9854167,1008.3333,41.681767
2015-02-07,4.621667,1008.4167,0.0,1.4000001,5.5071673,1008.21246,0.0,4.9,-3.4696672,986.93744,19.475395,-20.821001,1001.85834,2.8964853,-14.528253,1013.27094,11.618601,-3.8049173,1007.58746,18.185747,3.7703333,1028.8375,28.175247,10.253501,1025.3834,34.736107,-27.05758,1006.91675,53.380188,3.1159165,1035.7709,15.151825,4.756417,1010.93756,9.479379,-2.5815003,1006.70435,14.072452,996.27075,-2.9291666,1010.6958,49.726562
2015-02-08,3.5612504,1005.9624,0.0,8.3,4.0280004,1006.8291,0.0,6.3999996,-5.8530006,996.76263,17.924446,-19.248087,999.84595,9.006738,-9.392835,1014.9541,13.7969885,2.9825833,1004.86664,15.523599,6.11825,1013.07086,40.5972,8.336834,1023.55005,24.119255,-27.5305,989.8459,22.962711,3.5221663,1037.7332,13.940075,3.91475,1017.56256,20.028673,-2.4419165,1011.4041,7.657505,993.1584,-4.2833333,1004.00824,53.862194
2015-02-09,1.6966667,1006.8918,6.4399996,2.6,2.4238331,1008.37506,3.3600008,4.8999987,-13.850918,1016.7918,10.87396,-9.012667,1001.1958,14.920668,-3.5615835,1006.89594,20.248194,2.0596666,1011.24176,15.843698,3.1265833,1000.3667,30.495592,9.274333,1020.8208,19.30354,-39.52842,993.1418,21.557228,3.7263336,1034.2749,9.017278,6.8022494,1020.93744,10.451569,-4.4356666,1017.875,9.830318,987.771,-1.8916664,999.1582,58.605846
2015-02-10,2.1362503,1011.3332,5.7400002,2.8,2.0259168,1014.29175,3.92,3.6999998,-4.244667,1019.50836,15.6890135,-7.346001,996.4168,18.26152,-6.9490833,1011.6291,16.464252,1.3950833,1012.6084,13.685739,-1.3796668,996.32086,38.309303,9.572249,1017.32916,8.455061,-45.434666,1006.59595,23.298279,3.3721666,1032.4375,4.080844,8.362665,1022.3291,6.963427,-5.154417,1025.121,9.828866,982.28326,-0.018750006,998.6584,59.409557
2015-02-11,3.8425,1018.9209,0.0,3.1000001,4.24675,1020.9709,0.14,8.799999,-3.2321665,1021.6958,15.030778,-5.88975,1001.47925,15.863177,-6.4844995,999.4458,16.2811,-1.0028334,1011.78754,10.723215,-3.38175,1005.1665,23.448582,10.816001,1018.66656,19.78016,-50.70133,1010.5291,11.924659,3.7325828,1024.8126,4.564834,8.508499,1022.8582,5.0668597,-1.3731667,1028.1251,6.134655,994.96246,-1.0895834,996.67926,53.023754
2015-02-12,4.832084,1021.7583,0.0,2.1,5.432167,1022.4626,0.0,1.6000001,-1.05925,1023.7332,9.723075,-1.9939166,997.5833,20.945236,-9.430332,999.6375,18.08119,-2.6132495,1013.6125,9.254789,-5.7879996,1010.0334,16.81901,11.83475,1024.1874,18.04103,-44.013836,1011.7251,19.218485,2.888833,1020.0874,4.826581,8.260583,1022.95416,4.8055882,0.48308334,1027.5292,3.234078,993.51245,-1.025,995.81244,51.062237
2015-02-13,4.932083,1020.12506,0.0,0.0,5.9467506,1020.3625,0.0,0.0,-2.8509166,1024.4042,11.817642,-7.766834,1010.62915,19.064402,-8.7595005,997.4624,21.442556,-2.6090832,1019.00415,9.383099,-4.8942504,1004.01245,12.092895,13.497251,1025.2084,32.270992,-40.438835,1003.36255,29.727022,5.71175,1004.19995,21.892715,7.9689164,1018.22095,7.6214876,0.71225,1023.83765,6.2586155,993.22925,0.77708334,996.50836,35.73141
2015-02-14,5.9174995,1018.2334,0.0,0.0,6.438416,1018.3958,0.0,0.90000004,-3.8363333,1021.2998,22.312227,-9.620999,1011.20013,8.661223,-10.853251,1008.69183,16.918205,-6.8382497,1036.2041,11.331398,3.064083,977.4167,32.60301,13.720168,1024.7417,22.886116,-43.57425,990.52094,18.792452,5.99925,1002.2207,11.523958,9.035583,1013.18756,10.841737,1.3601665,1022.7793,6.726738,997.8833,3.5770829,1001.8208,19.81666
2015-02-15,4.6925,1020.40015,0.21000001,3.5000002,5.4946666,1022.1667,0.0,3.0000002,-10.650916,1039.0502,19.638472,-15.675166,1020.92914,8.484322,-14.142835,1020.1999,12.536186,-6.367417,1030.2208,15.483878,1.7640837,968.55005,18.388174,13.372251,1026.4418,17.528673,-47.461746,982.32495,14.703965,5.780499,1013.2708,8.658447,8.929333,1013.08734,11.319123,0.51641667,1028.2001,14.52207,1010.0459,2.6729171,1001.696,32.06928
2015-02-16,-0.069999985,1026.2167,3.1500003,0.8000001,1.6696668,1027.9249,2.5200002,1.3000002,-12.482167,1041.0958,13.503502,-19.65225,1026.5665,10.687904,-10.769917,1012.4417,8.624008,-1.5340832,1016.6794,19.379457,-2.8400834,980.5918,32.75738,12.286835,1030.8375,14.433297,-48.682583,1003.4168,28.817354,5.476332,1016.18335,13.481481,9.800166,1020.5374,9.012305,-3.2898333,1037.2251,17.113861,1010.1042,2.4354167,984.62506,42.362686
2015-02-17,-1.0179167,1026.4584,0.98,0.29999998,-0.1636667,1028.8667,9.52,0.0,-9.373833,1028.3082,17.738766,-14.187667,1020.4001,8.607686,-14.753251,1010.29584,10.900419,-0.22783332,1012.17505,12.45655,-1.9921666,993.66675,27.667358,12.880585,1034.0083,26.737932,-48.272167,1005.9875,22.41391,3.8013341,1035.0499,12.039283,8.554334,1028.3624,7.2506766,-2.6981668,1037.2916,10.220835,1005.7375,2.4354167,997.3042,36.275677
2015-02-18,0.33624998,1022.2751,3.78,0.79999995,1.7071666,1025.1542,6.5800004,1.2000002,-4.188417,1017.82086,10.227095,-15.035584,1014.55414,9.739022,-23.361582,1025.0376,12.342317,3.1909168,1000.59985,17.46625,3.2557495,974.7666,35.729416,12.666,1035.7374,17.360964,-41.67633,994.73334,18.641264,3.495083,1037.0792,13.893584,7.4064164,1031.0208,5.519787,0.48516694,1029.65,8.294276,1003.80005,3.1895835,1003.34595,23.851118
2015-02-19,1.0320834,1020.32495,1.26,2.2,3.703,1021.97076,0.0,4.2,-0.38008347,1012.14166,18.073904,-13.448085,1008.0833,9.708842,-23.32617,1036.3958,14.577596,0.9200833,992.9416,13.401109,0.09741665,978.7668,20.229042,12.409751,1035.5833,20.161272,-43.31175,998.35425,21.36799,5.8784165,1021.4668,22.416718,7.2709994,1025.4708,4.8788004,2.0664167,1023.42914,4.5096264,1004.20416,3.8187501,994.01666,27.828209
2015-02-20,1.5029168,1021.95844,0.0,0.0,4.6655,1020.8667,0.0,0.0,-0.3321667,1011.42084,14.053554,-5.954333,999.32495,12.720633,-18.372,1030.9166,15.597832,-1.3611666,988.86676,11.569742,-3.6046667,997.7166,20.307203,13.166001,1036.1499,23.572628,-41.95967,1011.07916,19.32085,5.4284167,1005.80835,8.602485,7.7709994,1011.8167,13.307786,4.4601665,1018.27484,6.6818843,1000.7917,4.193751,992.6374,22.190609
2015-02-21,3.4133337,1018.6125,0.0,0.0,6.4238334,1017.2417,0.0,0.0,0.46783343,1013.72504,19.766558,-0.9230835,1009.56244,15.101312,-16.5595,1021.6709,16.238205,-4.907,990.2083,8.108655,-7.0525823,1002.8833,17.522917,12.35975,1036.3418,21.541866,-43.880497,1008.03345,26.878296,2.2075832,1001.5083,12.7049675,9.864749,996.3874,10.787904,4.1435,1013.16675,10.0406475,1001.4377,2.825,987.12067,14.326104
2015-02-22,6.532083,1016.01666,0.0,0.2,8.163417,1014.4041,0.0,6.8,0.56991667,1018.01666,13.270786,-0.3480833,1014.7917,11.808108,-16.81575,1024.3251,11.123101,-2.9257505,989.4834,16.682533,-3.067167,972.40424,35.77538,13.055584,1033.1208,20.255436,-43.105495,995.95013,21.460052,3.043,1003.0832,20.957182,10.237666,1002.54584,7.125846,8.026834,1010.6375,7.8132644,1003.39996,1.5708332,1001.71655,31.350235
2015-02-23,9.009166,1009.5085,0.0,0.1,10.0405,1008.17926,0.0,5.4999995,-0.44258347,1020.31665,16.387545,-0.7126666,1021.91254,14.033509,-14.267835,1028.4584,13.020616,-0.34450004,992.66235,14.693058,-4.048417,979.85834,25.173315,11.272251,1034.2583,21.739794,-46.711758,1000.82513,14.449316,5.1825833,991.8333,23.168362,10.050166,999.8416,8.691458,7.320583,1007.4251,8.354546,1001.98755,2.0479167,1016.40826,32.273624
